idIgreja,NomeIgreja,Cidade,UF,vocativo,NomeSecretárioConselho,EmailSecretárioConselho,Classe,Obs,Endereço,Coords,LocalizadorCurto
187,Assembleia de Deus Edificar Vidas (Sobradinho),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
188,Igreja Presbiteriana do Areal,Brasília,DF,a,,,1.Igreja filiada à IPB,,,,
189,Primeira Igreja Presbiteriana de Águas Claras,Brasília,DF,a,Rev. Joseilson Santos (efetivo); Rev. José Loures Rosa (auxiliar); Presb. Tonny Sarmento (Secretário),joseilsonsantos@hotmail.com; pastorjoseiahwehmekadesh@ig.com.br; tonnysarmento@hotmail.com,1.Igreja filiada à IPB,http://ipaguasclaras.wixsite.com/ipaguasclaras/liderana,,,
190,Igreja Presbiteriana Águas Vivas,Brasília,DF,a,Presb. João Marcos Cunha Marçal (98130-3906),jmcmarcal@hotmail.com,1.Igreja filiada à IPB,,"SH Arniqueiras Col. Agrícola Vereda da Cruz - Taguatinga, Brasília - DF, 70297-400","-15.8507056,-48.0341546",
191,Igreja Presbiteriana do Alto Branco,Campina Grande,PB,a,Rev. Augusto Brayner,augustobrayner@gmail.com;secretaria@ipaltobranco.org,1.Igreja filiada à IPB,,,,
192,Igreja Presbiteriana Rio de Vida,Brasília,DF,a,,,1.Igreja filiada à IPB,,,"-15.8292921,-48.0485408",
193,Igreja Presbiteriana Central de Vicente Pires,Brasília,DF,a,,,1.Igreja filiada à IPB,,,"-15.8031209,-48.0441543",
194,Igreja Bola de Neve,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
195,Igreja Presbiteriana do Planalto,Brasília,DF,a,Rev. Thiago Thomé Conceição e Presb. Alberto Carlos G. Castro Diniz,thiago@ippdf.com.br;sandra@ippdf.com.br;contato.ipp@ippdf.com.br;secretaria@ippdf.com.br,1.Igreja filiada à IPB,"A administradora lá eh a Sandra acho que ela deve  ter dos outros todos 
sandra@ippdf.com.br
[09:55, 6/2/2018] Bruno (IPC): O telefone lá eh 3272-0809",,"-15.765099,-47.891957",
196,Igreja Presbiteriana Central de São Carlos,São Carlos,SP,a,Presb. Marcelo Rodrigues,marcelo.amorim.rodrigues@gmail.com,1.Igreja filiada à IPB,,,,
197,Comunidade Evangélica Betel,Ananindeua,PA,a,,,2.Igreja evangélica não IPB,,,,
198,Primeira Igreja Batista,Belém,PA,a,,,2.Igreja evangélica não IPB,,,,
199,Igreja do Evangelho Quadrangular,Rio de Janeiro,RJ,a,,,2.Igreja evangélica não IPB,,,,
200,Igreja de Nova Vida - É de Deus,Rio de Janeiro,RJ,a,,,2.Igreja evangélica não IPB,,,,
201,Igreja Batista Central de Olaria,Rio de Janeiro,RJ,a,,,2.Igreja evangélica não IPB,,,,
202,Igreja Batista de Maricá,Rio de Janeiro,RJ,a,,,2.Igreja evangélica não IPB,,,,
203,Igreja o Brasil para Cristo de Taguatinga,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
204,Assembleia de Deus Fogo e Unção (Taguatinga),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
205,Casa da Bênção,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
206,Igreja Presbiteriana Bairro de Fátima,São Paulo,SP,a,,,1.Igreja filiada à IPB,,,,
207,Igreja Ministério Semente (Guará II),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
208,"Igreja de Deus no Brasil, do Riacho Fundo I",Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
209,Primeira Igreja Presbiteriana de Samambaia,Brasília,DF,a,Rev. Carlos Roberto de Souza Júnior e Presb. Silvano Ruivo de Oliveira,revcarlosjr@ipb.org.br;contato@ipsamambaia.com.br,1.Igreja filiada à IPB,Rev. Carlos Roberto de Souza Júnior 98559-1127,,,
210,Igreja de Cristo Discípulos de Jesus Samambaia Norte,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
211,Igreja Batista Boas Novas,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
213,Igreja Batista Ebenézer de Vicente Pires,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
214,Igreja Batista Ebenézer de Taguatinga,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
215,Assembleia de Deus Shalom (Vicente Pires),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
216,Igreja Batista Shalom,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
217,Christian Reformed Church of Sydney/Australia,Sydney/Austrália,SY,a,,,2.Igreja evangélica não IPB,,,,
218,Igreja Presbiteriana Central de Manaus,Manaus,AM,a,Rev. Francisco Chaves dos Santos e Presb. Jorge Barros (092 99136-7778),jorge.barros.am@hotmail.com; ipmanausoficial@gmail.com,1.Igreja filiada à IPB,,,,
219,Primeira Igreja Presbiteriana de Patos de Minas,Patos de Minas,MG,a,,,1.Igreja filiada à IPB,,,,
220,Assembleia de Deus Ministério Missão Estrutural (ADEMME),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
221,Igreja Palavra Viva (Palavra Viva Church),Brasília,DF,a,"Pr. Olintho Bonifácio Lima (61 99216-6810, oblima@gmail.com)",oblima@gmail.com,2.Igreja evangélica não IPB,,"Qs 05, Rua 400 lote 08 Av. Areal - Ao lado da Academia Atlas, CEP 71955000 Águas Claras,",,
222,Faith Bible Church,Naples,FL/USA,a,,,2.Igreja evangélica não IPB,,"6464 Immokalee Road     Naples, Fl. 34119     faith@faithnaples.org",,
223,Igreja Cristã Eterna Aliança,Brasília,DF,a,Pr. Magno da Silva Pinto,mgnslvpnt@gmail.com,2.Igreja evangélica não IPB,celular 99671-5168,,,
224,Igreja Batista Deus é Luz (IBADEL),Brasília,DF,a,Pr. Michel Augusto,,2.Igreja evangélica não IPB,,,,https://goo.gl/maps/5nv4U2S26qS2
225,Assembleia de Deus de Águas Claras,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
226,Ministério Mais de Deus,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
227,Igreja Batista Nova Jerusalém,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
228,"Trinity Presbyterian Church, Jackson",Jackson,MS/USA,a,Stephen Speaks,akojima@tpcjackson.org,3.outra origem,,,,
229,"Igreja de Deus no Brasil, Asa Sul 409/410",Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
230,Igreja Presbiteriana de Porto Alegre,Porto Alegre,RS,a,Rev. Osias Correia,secretaria.ippa@gmail.com; correiafoguinho@gmail.com,1.Igreja filiada à IPB,http://secretariaippa.wixsite.com/ippa/rev-osias-correia-,,,
231,Ministério Apostólico de Volta à Palavra,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
232,Igreja Presbiteriana de Itumbiara,Itumbiara,GO,a,Rev. Wilton Cordeiro da Silva (+55 64 8119-0272),w-cordeiro@hotmail.com,1.Igreja filiada à IPB,"Igreja Presbiteriana de Itumbiara
Av. Afonso Pena nº 560
64 3431 2888
https://www.localprayers.com/BR/Itumbiara/241398195902849/Igreja-Presbiteriana-de-Itumbiara
https://www.facebook.com/wcordeiro777

64 8119-0272",,,
233,Missão Cristã Elim em Brasília,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
234,Assembleia de Deus Vitória Plena,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
235,Igreja Batista Verde,Rio Branco,RR,a,,,2.Igreja evangélica não IPB,,,,
236,Capela Presbiteriana de Anápolis,Anáplis,GO,a,Rev. Natanael Miguel Sallum,capela@capelaipb.org.br,1.Igreja filiada à IPB,,,,
237,Quinta Igreja Presbiteriana de Taguatinga,Brasília,DF,a,Rev. Ricardo de Santana Oliveira,ricarso1@hotmail.com,1.Igreja filiada à IPB,,,,
238,Igreja Evangélica Assembleia de Deus - Campo Taguatinga,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
239,Assembleia de Deus – Ministério Internacional do Guará,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
240,Igreja Batista Filadélfia (em São Luís/Maranhão),São Luís,MA,a,,,2.Igreja evangélica não IPB,,,,
241,Igreja Batista Filadelfia (em Águas Claras),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
242,Igreja Assembleia de Deus (ADPNorte - Ministério Madureira),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
243,City Reformed Presbyterian Church (PCA),Pittsburgh,PA/USA,a,,,2.Igreja evangélica não IPB,,,,
244,Igreja Adventista do 7º Dia,,,a,,,2.Igreja evangélica não IPB,,,,
245,Igreja Presbiteriana Bethesda,Brasília,DF,a,Rev. Sirgisberto Queiroga,sirgisberto@hotmail.com,1.Igreja filiada à IPB,,,,
246,Igreja Presbiteriana Aliança,Brasília,DF,a,Rev. Dilsilei Monteiro,dilsilei.monteiro@gmail.com;ipaliancadf@gmail.com,1.Igreja filiada à IPB,Igor 9293-3014,,,
248,Igreja Presbiteriana Renovada do Cruzeiro,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
249,Igreja Presbiteriana da Barra da Tijuca,Rio de Janeiro,RJ,a,Rev. Antonio Carlos Costa,,1.Igreja filiada à IPB,,,,
250,Igreja Cristã Evangélica Betel de Taguatinga,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
251,Faith Naples Church,EUA,,a,Rev. Pastor Justin Harris,justin@faithnaples.org,2.Igreja evangélica não IPB,,,,
252,Igreja Batista Reformada de Brasília,Brasília,DF,a,Pastor Michel Augusto,ibrb@ibrb.com.br,2.Igreja evangélica não IPB,3554-4584,,,
253,Igreja Cristã Evangélica Betesda (Samambaia Sul),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
254,Assembleia de Deus Ministério das Américas,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
255,Igreja Presbiteriana do Jardim das Américas,Anápolis,GO,a,Rev. Maximiliano da Silva Gama,ipjda@hotmail.com;pr.max@live.com,1.Igreja filiada à IPB,"Igreja Presbiteriana Jardim das Américas, Anápolis/GO
Presbitério Anápolis - PANA

Av. B, Qd. 49, Lote 18 - Jardim das Américas – 2ª Etapa - Anápolis/GO
CEP: 75070-440 

Tel: (62) 3318-7641
Email: ipjda@hotmail.com
Rev. Maximiliano da Silva Gama

Cel: (62) 9.9174-8696 
Email: pr.max@live.com",,,
256,Assembleia de Deus QND 52,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
257,Igreja Cristã Presbiteriana do Guará,Brasília,DF,a,Pr. Euler de Oliveira Alves de Souza,EULEROAS@gmail.com,2.Igreja evangélica não IPB,,,,
258,Igreja Refúgio em Cristo Jesus,Brasília,DF,a,,,2.Igreja evangélica não IPB,https://www.empresascnpj.com/s/empresa/igreja-refugio-em-cristo-jesus-nome-fantasia-igreja-refugio-em-cristo-jesus/33341757000106,,,
259,Igreja Batista da Família,Salvador,BA,a,,,2.Igreja evangélica não IPB,,,,
260,Assembleia de Deus - Ministério do Guará,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
261,Igreja Cristã de Confissão Reformada (Araraquara/SP),Araraquara,SP,a,,,2.Igreja evangélica não IPB,,,,
262,Igreja Presbiteriana do Brasil Residencial Santos Dumont (Santa Maria),Brasília,DF,a,Rev. Saulo Dourado Pereira,josemmneto@hotmail.com,1.Igreja filiada à IPB,"QC 01 lotes 04 e 06, Residencial Santos Dumont - - Santa Maria / DF - CEP :
Pastor : Rev Saulo Dourado Pereira - Fone : (61) 3395-4677 - Email : rsusarte@uol.com.br",,,
263,Igreja Presbiteriana Alvorada,Brasília,DF,a,Pr. Josias Antônio de Araújo Filho e Presb. Adilson Degani,ipalvorada@gmail.com; adilsondegani@gmail.com,1.Igreja filiada à IPB,98425-9765,,,
264,Igreja Assembleia de Deus,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
266,Igreja Presbiteriana da Gávea,Rio de Janeiro,RJ,a,"Rev. Alexandre Sena, (21) 9-9946-4070",secretaria@ipgavea.org; aisena@uol.com.br,1.Igreja filiada à IPB,,,,
267,First Presbyterian Church of Troy/AL,Troy,AL/USA,a,,,2.Igreja evangélica não IPB,,,,
268,Igreja International Christian Center,Brasília,DF,a,,,1.Igreja filiada à IPB,,,,
269,Presbitério do Piauí,Terezina,PI,o,,,1.Igreja filiada à IPB,,,,
270,Ministério Caminho Verdade e Vida,Brasília,DF,o,,,2.Igreja evangélica não IPB,,"CRN 708/709 - Brasília, DF, 73000-500",,
271,Igreja Batista Ebenézer do P Norte,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
272,Assembléia de Deus - Ministério de Madureira,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
273,Presbitério Alvorada/SBS,Brasília,DF,o,,,1.Igreja filiada à IPB,,,,
274,Igreja Evangélica Aliança,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
275,Primeira Igreja Presbiteriana de Belém,Belém,PA,a,,,1.Igreja filiada à IPB,,,,
276,Igreja Cristã Vida Plena,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
277,Comunidade Evangélica Ágape,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
278,Igreja Batista Sião (Taguatinga),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
279,Igreja Batista Vida,Brasília,DF,a,Pr. Heber Aleixo,heberaleixo@gmail.com,2.Igreja evangélica não IPB,"Heber Aleixo, 9-8151-6476",,,
280,"Limerick Baptist Church (Limerick, Ireland)",Limerick,IR,a,Elder Edwin Tutty,foodtechservices@eircom.net,2.Igreja evangélica não IPB,http://www.limerickbaptist.ie/im-new-here/about/,"Old Cratloe Rd, Limerick, Irlanda",,
281,Igreja Vineyard Brasília,Brasília,DF,a,,,3.outra origem,,,,
282,Primeira Igreja Presbiteriana do Setor P Sul,Brasília,DF,a,Rev. Cleudimar Gonzaga da Cunha e Presb. Marcos,cleudimarc@bol.com.br,1.Igreja filiada à IPB,Rev. Cleudimar: 61 98415-8968. Presb. Marcos: 61 98116-5825,"EQNP 32/36 - Área Especial C - Setor P Sul - Ceilândia - Brasília/DF
CEP: 72.235-325

Tel: (61) 3376-0960",,
283,Igreja Cristã Evangélica do Núcleo Bandeirante,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
284,Igreja Batista de Bom Jesus do Piauí,Bom Jesus,PI,a,,,2.Igreja evangélica não IPB,,,,
285,Primeira Igreja Presbiteriana de Bom Jesus do Piauí,Bom Jesus,PI,a,"Rev. Pierre Varella; Presb. Bruno, Secretário do Conselho",n@n.com,1.Igreja filiada à IPB,,,,
286,Harvest Orthodox Presbyterian Church,Michigan,USA,a,,,2.Igreja evangélica não IPB,,,,
287,Igreja Missionária Libertar,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
288,Segunda Igreja Evangélica Baptista de Lisboa,Lisboa,Portugal,a,Pr.  Tiago Cavaco,,2.Igreja evangélica não IPB,,,,
289,Igreja Presbiteriana Capital,Brasília,DF,a,Rev. Silvio Bizzo e Presb. Bruno de Arruda Casagrande,sbizzo@gmail.com; casaosp@yahoo.com.br,1.Igreja filiada à IPB,,,,
290,Igreja Batista IDE,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
291,Comunidade Viva (Batista),Manaus,AM,a,,,2.Igreja evangélica não IPB,,,,
292,Igreja Assembleia de Deus do Novo Milênio (Núcleo Bandeirante),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
293,Igreja Projeto de Deus,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
294,Igreja Assembleia de Deus Vitória em Cristo,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
295,Igreja Presbiteriana de Meia Praia,Itapema,SC,a,Rev. Alexssandro Lafaiete Gonçalves,ipmeiapraia@gmail.com; lafaieteipb@yahoo.com.br,1.Igreja filiada à IPB,"Rua 292, nº 622 – Meia Praia, 88220-000 - Itapema (SC); Telefone: (47) 3268-3122 / (47) 98444-8747",,,
296,Igreja Evangélica Congregacional Conservadora de Barreiras (BA),Barreiras,BA,a,,,2.Igreja evangélica não IPB,,,,
297,Assembleia de Deus,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
298,Igreja Batista Gileade,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
299,Paz Church Taboão da Serra,,,a,,,2.Igreja evangélica não IPB,,,,
300,Igreja Plenitude da Graça,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
301,Igreja Presbiteriana Renovada de Brasília,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
302,Igreja Presbiteriana de Barra do Garças,Barra do Garças,MT,a,Rev. Luiz Antonio Ferraz,ferrazlua@ibest.com.br;primeiraipdg@hotmail.com;primeiraipdbg@hotmail.com,1.Igreja filiada à IPB,(66) 3401-4640,,,
303,Igreja Presbiteriana do Valparaíso,Valparaíso,GO,a,Rev. Roberto Branquinho,secretariadaipv@hotmail.com,1.Igreja filiada à IPB,,,,
304,Igreja Obra da Restauração (Samambaia),Brasília,DF,a,,,2.Igreja evangélica não IPB,https://igrejaemmarilia.wordpress.com/hitoria-da-igreja/,,,
305,Redeemer Croydon Church (Londres/UK),Londres,UK,a,Rev. Will Dobbie,gina@redeemercroydon.org,2.Igreja evangélica não IPB,,"Selborne Rd, Croydon CR0 5JQ, Reino Unido",,
306,Igreja Batista Koinonia,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
307,Igreja Verbo da Vida,Brasília,DF,a,,,3.outra origem,,,,
308,Batista Koynonia,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
309,Igreja Presbiteriana Betânia de Jataí,Jataí,GO,a,,,1.Igreja filiada à IPB,,,,
310,Igreja Metodista 906 Norte,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
311,Igreja Cristã Casa de Oração,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
312,Igreja Batista Cidade Viva,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
313,Igreja Batista Nova Aliança,Luziânia,GO,a,,,2.Igreja evangélica não IPB,,,,
314,Igreja Batista Regular do Calvário (Ceilândia),Brasília,DF,a,Pastor Davi Lima,,2.Igreja evangélica não IPB,3042-8222,,,
315,Igreja Batista Movimento,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
316,Assembleia de Deus Pentecostal Casa de Oração da Ceilândia,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
317,Segunda Igreja Presbiteriana de Unaí,Unaí,MG,a,Rev. Lindemberg Sousa Costa,lindembergtan@hotmail.com,1.Igreja filiada à IPB,,,,
318,Igreja Presbiteriana de Caxias do Sul,Caxias do Sul,RS,a,Rev. Alexandre A. Costa,,1.Igreja filiada à IPB,(54) 9-8413-6915,https://www.ipcxs.com.br/,,
319,Igreja Batista Restauração,,,a,,,2.Igreja evangélica não IPB,,,,
320,Igreja Presbiteriana Betel,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
321,Primeira Igreja Batista de Brazlândia,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
323,Igreja Presbiteriana Pioneira de Brasília,Brasília,DF,a,Rev. Wulmar Lopes Vaz,wlopesvaz@yahoo.com.br; ippioneiradebrasilia@gmail.com,1.Igreja filiada à IPB,,,,
324,Igreja Presbiteriana nos Ingleses,Florianópolis,SC,a,Rev. Adriano,ipbingleses@gmail.com,1.Igreja filiada à IPB,,,,
325,"All Souls Church, Langham Place",Londres,UK,a,Rev. Charlie Skrine,charlie.skrine@allsouls.org,2.Igreja evangélica não IPB,,,,
326,Igreja de Jesus Cristo dos Santos dos Últimos Dias (Mórmon),,,a,,,3.outra origem,,,,
327,União Evangélica da Força Aérea (UNEFA),São Luís,MA,a,,,2.Igreja evangélica não IPB,,,,
328,North Hills Christian Reformed Church (Troy - Michigan/USA),Troy,MI/USA,a,,,2.Igreja evangélica não IPB,,,,
329,Ministério Internacional de Deus,Brasília,DF,o,,,2.Igreja evangélica não IPB,,,,
330,Igreja Cristã Evangélica Nova Vida (Ceilândia),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
331,Igreja Centro de Adoração,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
332,Igreja Batista Monte Sinai,Boa Vista,RR,a,,,2.Igreja evangélica não IPB,,,,
333,Igreja Presbiteriana do Guará I,Brasília,DF,a,Rev. Eron Franciulli,ipguara@gmail.com;contato@ipguara.org.br,1.Igreja filiada à IPB,"Antigos: Rev. Marcos Gustavo Villa (gugsvilla@gmail.com), Rev. Diego Martins (dyegodouglasmartins@gmail.com) e Presbítero Leonardo Firmo (leonardofirmo@gmail.com)",,,
335,Igreja Batista de Tavira (Portugal),Tavira,Portugal,a,,,2.Igreja evangélica não IPB,,,,
336,Comunidade Evangélica Cristã de Vicente Pires,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
337,Igreja Batista da Graça,Brasília,DF,a,,,2.Igreja evangélica não IPB,(antiga Primeira Igreja batista reformada de Taguatinga),,,
338,Igreja Presbiteriana de Resende,Rio de Janeiro,RJ,a,Rev. Auricimar,,1.Igreja filiada à IPB,"Igreja Presbiteriana de Rezende, situada na Av Saturnino Braga,  380, Centro, Resende, RJ.(Rev. Auricimar, (024) 9-9991-5509)",,,
339,Igreja Batista Nações Unidas,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
340,"Faith Reformed Presbyterian Church (Vancouver/BC, Canada)",Vancouver,British Columbia/CA,a,Rev. Mark Jones,,2.Igreja evangélica não IPB,,,,
341,Igreja Batista Nacional Adonai,Imperatriz,MA,,,,2.Igreja evangélica não IPB,,,,
342,"Assembleia de Deus de Samambaia (ADESA, QN 507, Samambaia Sul)",Brasília,DF,,,,2.Igreja evangélica não IPB,,,,
343,Igreja Missionária Evangélica Betel Brasileiro,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
344,Igreja Presbiteriana de Vila Pompeia,São Paulo,SP,a,Rev. Wagner Zanelatto,(11) 95469-7524,1.Igreja filiada à IPB,,,,
345,Igreja Presbiteriana da Barra Funda,São Paulo,SP,a,Rev. Mauro Meister,,1.Igreja filiada à IPB,,,,
346,Igreja Batista Independente do Planalto,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
347,Igreja Presbiteriana Central de Palmas,Palmas,TO,a,Rev. Danilo Alves,revdaniloalves@gmail.com,1.Igreja filiada à IPB,(63) 8424-5921,,,
348,Base Songs Five Estrutural,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
349,Igreja Presbiteriana de Piratininga,Piratininga,SP,a,,,1.Igreja filiada à IPB,,,,
350,Iglesia Embajadores de Cristo (Colômbia),Colômbia,Colômbia,a,,,2.Igreja evangélica não IPB,,,,
351,Igreja Famílias em Cristo,,,,,,2.Igreja evangélica não IPB,,,,
352,Assembleia de Deus do Planalto Central,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
353,Primeira Igreja Presbiteriana de Planaltina,Brasília,DF,a,,,1.Igreja filiada à IPB,,,,
354,Igreja Presbiteriana do Bairro dos Estados,João Pessoa,PB,a,,,1.Igreja filiada à IPB,,,,
355,Igreja Pentencostal Ebenezea Morea,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
356,Assembléia de Deus Ministério de Missões,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
357,Igreja Presbiteriana Central (em São Sebastião),Brasília,DF,a,Rev. Diogo de Freitas Silva e Presb. Elias Sousa Murback,bldiogosilva@gmail.com; emurback@yahoo.com.br,1.Igreja filiada à IPB,,,,
358,Igreja Reformada de Brasília - IRB,Brasília,DF,a,"Rev. Iraldo Luna, Presb. Weliton de Eça e Presb. André",conselho.irb@gmail.com,2.Igreja evangélica não IPB,https://www.irbrasilia.org/equipe,"SMSE CJ 13 LOTE 03 CASA 01 SETOR DE MANSOES SAMAMBAIA - Samambaia Sul, Brasília - DF, 72314-700",,
359,Igreja Presbiteriana de Parauapebas,Parauapebas,PA,a,Rev. Dorisvan Cunha e Presb. Oscar Oliveira Netto,ipbdeparauapebas@gmail.com;oliveiranetto@hotmail.com.br,1.Igreja filiada à IPB,,,,
360,Igreja Divulgadora do Evangelho na Família - IDEF,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
361,Igreja Cristã Presbiteriana da Cidade Ocidental,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
362,Igreja Presbiteriana do Jardim Zuleika,Cidade Ocidental,GO,a,Rev. Naasson Carlos Tolentino Queiroz Ulhoa,naassonulhoa@hotmail.com,1.Igreja filiada à IPB,985122268,,,
363,Igreja Presbiteriana da Ilha do Governador,Rio de Janeiro,RJ,a,,,1.Igreja filiada à IPB,,,,
364,CENTRE ÉVANGÉLIQUE DE JONQUIERE,Arvida,Saguenay/CA,a,,,2.Igreja evangélica não IPB,,,,
365,Ministério Kehilah Shalom,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
366,Primeira Igreja Batista da Asa Norte,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
367,Assembleia de Deus em Taguatinga (ADETAG),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
368,Igreja Cristã Evangélica de Curitiba,Curitiba,PR,a,,,2.Igreja evangélica não IPB,,,,
369,Igreja Episcopal Maranata (em Brasília),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
370,Igreja Batista do Fonseca (Niterói - RJ),Niterói,RJ,a,,,2.Igreja evangélica não IPB,,,,
371,Igreja Batista Internacional do Gama,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
372,Igreja Presbiteriana das Graças,Recife,PE,a,Rev. Antônio Sávio,secretaria@ipgracas.org.br,1.Igreja filiada à IPB,+55 81 9224-0143;,,,
373,Igreja Batista Boas Novas Internacional (IBBNI),Brasília,DF,a,,,2.Igreja evangélica não IPB,https://www.facebook.com/Ibbni,,,
374,Ministério Internacional Batista do Avivamento (MIBA),Brasília,DF,a,,,2.Igreja evangélica não IPB,https://miba.com.br/,,,
375,Grace Meridian Hill,Washington,EUA,a,Duke Kwon,,2.Igreja evangélica não IPB,,,,
376,Igreja Sal da Terra Brasília,Brasília,DF,a,Pastor Éber Magalhães Lenz César,,2.Igreja evangélica não IPB,,,,
377,Igreja Batista Reformada Vida Nova,Florianópolis,SC,a,,,2.Igreja evangélica não IPB,,,,
379,Catedral Anglicana da Santíssima Trindade em São Paulo,São Paulo,SP,a,,,2.Igreja evangélica não IPB,,,,
380,Adelaide Road Presbyterian Church,Dublin,Ireland,,,,2.Igreja evangélica não IPB,,,,
381,Assembleia de Deus Betel,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
382,Congregação Presbiteriana Aliança Reformada,Porto Velho,RO,a,Rev. Rogério Bernini Junior,ipbcpar@gmail.com;ipbipar@gmail.com,1.Igreja filiada à IPB,"https://www.ipbcpar.com/; https://www.facebook.com/ipbipar/; R. Afonso Pena, 1581 - Nossa Sra. das Graças, Porto Velho - RO, 76804-116",,,
383,Comunidade Cristã Atos,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
384,Igreja Batista Evangélica de Brasília,Brasília,DF,a,,,,,,,
385,International Church of Luzern,,,a,,,2.Igreja evangélica não IPB,,,,
386,"Christ Community Church (igreja Batista reformada em Louisville, Kentucky)",Louisville,Kentucky/USA,a,,,2.Igreja evangélica não IPB,,,,
387,Igreja Presbiteriana de Natal,Natal,RN,a,Presb. Rubens Cartaxo Junior,ipnatal@gmail.com,1.Igreja filiada à IPB,,,,
388,Igreja Assembléia de Deus Manancial,Brasília,DF,a,Pastor Sérgio da Mata,sergiodamata@gmail.com,2.Igreja evangélica não IPB,61 9-8424-3220,,,
389,Terceira Igreja Presbiteriana de Colatina,Colatina,ES,a,Thiago de Souza Dias,thiago_souzadias@hotmail.com,1.Igreja filiada à IPB,,,,
